time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2025-05-16 13:00:00,16.5,-0.3,32,0,,37,15,40,1017,,1
2025-05-16 14:00:00,15.2,0.2,36,0,,46,13,33.3,1017,,2
2025-05-16 15:00:00,16.8,-1.3,29,0,,126,9,26,1016.4,,2
2025-05-16 16:00:00,16.3,0.4,34,0,,57,9,24,1016.3,,2
2025-05-16 17:00:00,17.5,0.6,32,0,,64,15,24.1,1015.7,,2
2025-05-16 18:00:00,16.4,0.1,33,0,,197,2,27,1015.6,,3
2025-05-16 19:00:00,16,0.9,36,0,,53,9,11,1015.7,,3
2025-05-16 20:00:00,15.3,1.4,39,0,0,43,6,16.7,1015.8,,4
2025-05-16 21:00:00,14.9,1.1,39,0,,49,9,11,1016.1,,4
2025-05-16 22:00:00,13.6,2.8,48,0,,33,10,17,1016.6,,4
2025-05-16 23:00:00,13.9,1.5,43,0,,30,8,13,1016.7,,4
2025-05-17 00:00:00,11.8,3.8,58,0,,10,4,21,1017.1,,4
2025-05-17 01:00:00,10.2,4.8,69,0,,302,5,9,1017.2,,3
2025-05-17 02:00:00,8.3,4.1,75,0,,248,6,9.3,1017.2,,3
2025-05-17 03:00:00,8.7,2.9,67,0,,345,3,10,1017.2,,3
2025-05-17 04:00:00,8.5,5.1,79,0,,309,4,8,1017,,3
2025-05-17 05:00:00,8.9,5.6,80,0,,260,1,5.5,1016.8,,2
2025-05-17 06:00:00,8.3,5.9,85,0,,33,3,5,1016.8,,2
2025-05-17 07:00:00,8.8,6.2,84,0,,318,4,6,1017,,2
2025-05-17 08:00:00,10.9,5.8,71,0,0,300,4,7.4,1016.7,,2
2025-05-17 09:00:00,13.2,5.6,60,0,,306,5,9,1016.5,,2
2025-05-17 10:00:00,14.6,5.1,53,0,,151,5,10,1015.9,,2
2025-05-17 11:00:00,16.8,2.8,39,0,,192,8,14.8,1015.5,,2
2025-05-17 12:00:00,17.2,2.8,38,0,,91,3,17,1015.4,,2
2025-05-17 13:00:00,16.9,2.5,38,0,,288,9,20,1015.2,,2
2025-05-17 14:00:00,18.2,2.1,34,0,,348,5,22.2,1014.6,,2
2025-05-17 15:00:00,16.9,3.2,40,0,,350,18,26,1014.8,,2
2025-05-17 16:00:00,17.8,3.7,39,0,,344,15,24,1014.4,,2
2025-05-17 17:00:00,17.3,2.1,36,0,,358,6,24.1,1014.4,,2
2025-05-17 18:00:00,17.8,2.9,37,0,,69,8,13,1014.1,,4
2025-05-17 19:00:00,17.2,2.4,37,0,,360,1,13,1014.1,,4
2025-05-17 20:00:00,16,4.1,45,0,0,222,9,20.4,1014.4,,4
2025-05-17 21:00:00,14.2,6.8,61,0,,289,1,11,1015.1,,4
2025-05-17 22:00:00,10.9,5.8,71,0,,344,5,12,1016,,4
2025-05-17 23:00:00,12.4,6.4,67,0,,293,5,14.8,1016.4,,4
2025-05-18 00:00:00,11.2,6.7,74,0,,349,4,9,1016.9,,3
2025-05-18 01:00:00,10.1,6.6,79,0,,275,3,8,1017.3,,3
2025-05-18 02:00:00,9.7,6.4,80,0,,277,3,11.1,1017.4,,3
2025-05-18 03:00:00,10.6,6.4,75,0,,123,3,7,1017.2,,3
2025-05-18 04:00:00,9.4,6.7,83,0,,272,3,8,1017.5,,3
2025-05-18 05:00:00,8,6,87,0,,312,3,5.5,1017.6,,3
2025-05-18 06:00:00,6.6,4.8,88,0,,10,2,7,1018.1,,2
2025-05-18 07:00:00,7.8,5.9,88,0,,269,1,5,1018.1,,2
2025-05-18 08:00:00,10.1,7,81,0,0,178,1,7.4,1018,,2
2025-05-18 09:00:00,12.5,6.5,67,0,,76,1,5,1017.5,,2
2025-05-18 10:00:00,14.4,6.7,60,0,,15,4,9,1017.1,,2
2025-05-18 11:00:00,15.7,5.6,51,0,,35,4,16.7,1016.8,,2
2025-05-18 12:00:00,16.5,6.3,51,0,,332,7,21,1016.3,,2
2025-05-18 13:00:00,17.5,4.8,43,0,,330,6,21,1015.7,,2
2025-05-18 14:00:00,18,4.2,40,0,,310,13,24.1,1015.3,,2
2025-05-18 15:00:00,19.5,6.2,42,0,,308,11,30,1014.6,,2
2025-05-18 16:00:00,20.2,6.5,41,0,,314,13,28,1014.1,,2
2025-05-18 17:00:00,20,5.6,39,0,,279,12,25.9,1013.8,,2
2025-05-18 18:00:00,19.9,4.8,37,0,,292,12,29,1013.7,,2
2025-05-18 19:00:00,19.6,4.5,37,0,,287,9,28,1013.7,,2
2025-05-18 20:00:00,17.6,5.2,44,0,0,285,8,16.7,1014.2,,2
2025-05-18 21:00:00,17.1,3.4,40,0,,253,5,16,1014.8,,2
2025-05-18 22:00:00,9.3,5.3,76,0,,25,7,10,1017.1,,2
2025-05-18 23:00:00,10.5,4.6,67,0,,8,3,7.4,1017,,1
