DESTINATION_CLEAN,IATA_CODE,AIRLINE_CLEAN,AIRCRAFT_SHORT,CANCELED,DATETIME,DEPART_TIME,DEPART_DATETIME,DELAY_MINUTES
Heraklion,HER,Edelweiss Air,A359,False,2025-05-07 05:45:00,06:02,2025-05-07 06:02:00,17
Pristina,PRN,Chair Airlines,A320,False,2025-05-07 05:45:00,06:00,2025-05-07 06:00:00,15
Larnaca,LCA,Edelweiss Air,A320,False,2025-05-07 06:00:00,06:14,2025-05-07 06:14:00,14
Seville,SVQ,Edelweiss Air,A320,False,2025-05-07 06:05:00,06:18,2025-05-07 06:18:00,13
Santorini,JTR,Edelweiss Air,A320,False,2025-05-07 06:10:00,06:28,2025-05-07 06:28:00,18
Pristina,PRN,Edelweiss Air,A320,False,2025-05-07 06:10:00,06:30,2025-05-07 06:30:00,20
Porto,OPO,Swiss,A320,False,2025-05-07 06:20:00,06:58,2025-05-07 06:58:00,38
Lisbon,LIS,TAP Air Portugal,A320,False,2025-05-07 06:20:00,06:33,2025-05-07 06:33:00,13
Tenerife,TFS,Edelweiss Air,A320,False,2025-05-07 06:20:00,06:48,2025-05-07 06:48:00,28
Funchal,FNC,Edelweiss Air,A320,False,2025-05-07 06:30:00,07:03,2025-05-07 07:03:00,33
Edinburgh,EDI,Edelweiss Air,A320,False,2025-05-07 06:30:00,06:44,2025-05-07 06:44:00,14
Hurghada,HRG,Chair Airlines,A320,False,2025-05-07 06:30:00,06:38,2025-05-07 06:38:00,8
Larnaca,LCA,Chair Airlines,A319,False,2025-05-07 06:30:00,06:41,2025-05-07 06:41:00,11
Jersey,JER,GlobeAir,C510,False,2025-05-07 06:35:00,06:40,2025-05-07 06:40:00,5
Malta,MLA,Helvetic Airways,E190,False,2025-05-07 06:45:00,06:49,2025-05-07 06:49:00,4
Palma de Mallorca,PMI,Swiss,A20N,False,2025-05-07 06:45:00,06:53,2025-05-07 06:53:00,8
Hurghada,HRG,Edelweiss Air,A320,False,2025-05-07 06:45:00,06:55,2025-05-07 06:55:00,10
Sofia,SOF,Helvetic Airways,E190,False,2025-05-07 06:50:00,07:01,2025-05-07 07:01:00,11
Sarajevo,SJJ,Helvetic Airways,E295,False,2025-05-07 06:50:00,07:07,2025-05-07 07:07:00,17
