DESTINATION_CLEAN,IATA_CODE,AIRLINE_CLEAN,AIRCRAFT_SHORT,CANCELED,DATETIME,DEPART_TIME,DEPART_DATETIME,DELAY_MINUTES
Ohrid,OHD,Chair Airlines,A320,False,2025-05-18 05:45:00,06:00,2025-05-18 06:00:00,15
Pristina,PRN,Chair Airlines,A320,False,2025-05-18 05:45:00,06:02,2025-05-18 06:02:00,17
Hurghada,HRG,Edelweiss Air,A320,False,2025-05-18 06:00:00,06:09,2025-05-18 06:09:00,9
Antalya,AYT,Edelweiss Air,A320,False,2025-05-18 06:00:00,06:11,2025-05-18 06:11:00,11
Athens,ATH,Helvetic Airways,E295,False,2025-05-18 06:10:00,06:53,2025-05-18 06:53:00,43
Lisbon,LIS,TAP Air Portugal,A20N,False,2025-05-18 06:10:00,06:21,2025-05-18 06:21:00,11
Porto,OPO,Swiss,BCS3,False,2025-05-18 06:20:00,06:49,2025-05-18 06:49:00,29
Tenerife,TFS,Edelweiss Air,A320,False,2025-05-18 06:20:00,06:47,2025-05-18 06:47:00,27
Gran Canaria,LPA,Edelweiss Air,A320,False,2025-05-18 06:25:00,06:39,2025-05-18 06:39:00,14
Marsa Alam,RMF,Edelweiss Air,A320,False,2025-05-18 06:25:00,06:41,2025-05-18 06:41:00,16
Bilbao,BIO,Swiss,A320,False,2025-05-18 06:25:00,06:51,2025-05-18 06:51:00,26
Fuerteventura,FUE,Edelweiss Air,A320,False,2025-05-18 06:30:00,06:43,2025-05-18 06:43:00,13
Lanzarote,ACE,Edelweiss Air,A320,False,2025-05-18 06:30:00,07:00,2025-05-18 07:00:00,30
Dublin,DUB,Swiss,BCS3,False,2025-05-18 06:35:00,07:02,2025-05-18 07:02:00,27
Djerba,DJE,Edelweiss Air,A320,False,2025-05-18 06:35:00,07:23,2025-05-18 07:23:00,48
Heraklion,HER,Edelweiss Air,A320,False,2025-05-18 06:40:00,06:58,2025-05-18 06:58:00,18
Skopje,SKP,Chair Airlines,A319,False,2025-05-18 06:45:00,06:45,2025-05-18 06:45:00,0
Palma de Mallorca,PMI,Edelweiss Air,A320,False,2025-05-18 06:45:00,07:05,2025-05-18 07:05:00,20
Pristina,PRN,Swiss,A320,False,2025-05-18 06:45:00,06:56,2025-05-18 06:56:00,11
Warsaw,WAW,Helvetic Airways,E290,False,2025-05-18 06:50:00,07:11,2025-05-18 07:11:00,21
Thessaloniki,SKG,Helvetic Airways,E190,False,2025-05-18 06:50:00,07:04,2025-05-18 07:04:00,14
Palma de Mallorca,PMI,Swiss,A21N,False,2025-05-18 06:50:00,07:08,2025-05-18 07:08:00,18
Frankfurt,FRA,Helvetic Airways,E295,False,2025-05-18 06:55:00,07:10,2025-05-18 07:10:00,15
Belgrade,BEG,Swiss,A321,False,2025-05-18 06:55:00,07:15,2025-05-18 07:15:00,20
Madrid,MAD,Helvetic Airways,E295,False,2025-05-18 06:55:00,07:16,2025-05-18 07:16:00,21
Amsterdam,AMS,KLM,B738,False,2025-05-18 07:00:00,07:23,2025-05-18 07:23:00,23
Sarajevo,SJJ,Swiss,BCS1,False,2025-05-18 07:00:00,07:17,2025-05-18 07:17:00,17
Valencia,VLC,Swiss,BCS3,False,2025-05-18 07:00:00,07:18,2025-05-18 07:18:00,18
Palermo,PMO,Swiss,A20N,False,2025-05-18 07:00:00,07:12,2025-05-18 07:12:00,12
Sarajevo,SJJ,Swiss,BCS1,False,2025-05-18 07:00:00,09:31,2025-05-18 09:31:00,151
London,LHR,Swiss,A21N,False,2025-05-18 07:05:00,07:21,2025-05-18 07:21:00,16
Manchester,MAN,Helvetic Airways,E190,False,2025-05-18 07:05:00,07:41,2025-05-18 07:41:00,36
Tirana,TIA,Swiss,BCS3,False,2025-05-18 07:05:00,07:13,2025-05-18 07:13:00,8
Naples,NAP,Swiss,BCS3,False,2025-05-18 07:05:00,07:20,2025-05-18 07:20:00,15
Dusseldorf,DUS,Helvetic Airways,E195,False,2025-05-18 07:10:00,07:28,2025-05-18 07:28:00,18
Copenhagen,CPH,Air Baltic,BCS3,False,2025-05-18 07:10:00,07:26,2025-05-18 07:26:00,16
Barcelona,BCN,Swiss,A321,False,2025-05-18 07:10:00,07:26,2025-05-18 07:26:00,16
Budapest,BUD,Swiss,A320,False,2025-05-18 07:10:00,07:31,2025-05-18 07:31:00,21
Hamburg,HAM,Swiss,A20N,False,2025-05-18 07:15:00,07:34,2025-05-18 07:34:00,19
Munich,MUC,Helvetic Airways,E195,False,2025-05-18 07:15:00,07:39,2025-05-18 07:39:00,24
Dubrovnik,DBV,Swiss,BCS1,False,2025-05-18 07:15:00,07:36,2025-05-18 07:36:00,21
Amsterdam,AMS,Helvetic Airways,E290,False,2025-05-18 07:20:00,07:45,2025-05-18 07:45:00,25
Berlin,BER,Air Baltic,BCS3,False,2025-05-18 07:20:00,07:42,2025-05-18 07:42:00,22
Vienna,VIE,Swiss,A321,False,2025-05-18 07:20:00,07:40,2025-05-18 07:40:00,20
Rome,FCO,Swiss,A320,False,2025-05-18 07:20:00,07:34,2025-05-18 07:34:00,14
Nice,NCE,Helvetic Airways,E190,False,2025-05-18 07:25:00,07:50,2025-05-18 07:50:00,25
Brussels,BRU,Swiss,BCS3,False,2025-05-18 07:25:00,07:37,2025-05-18 07:37:00,12
Geneva,GVA,Swiss,A20N,False,2025-05-18 07:25:00,07:55,2025-05-18 07:55:00,30
Paris,CDG,Edelweiss Air,A320,False,2025-05-18 07:25:00,08:26,2025-05-18 08:26:00,61
Madrid,MAD,Iberia,A321,False,2025-05-18 07:30:00,07:48,2025-05-18 07:48:00,18
Istanbul,IST,Turkish Airlines,B738,False,2025-05-18 07:40:00,08:00,2025-05-18 08:00:00,20
Paris,CDG,Air France,BCS3,False,2025-05-18 07:45:00,08:29,2025-05-18 08:29:00,44
London,LHR,British Airways,A20N,False,2025-05-18 07:45:00,08:07,2025-05-18 08:07:00,22
Prague,PRG,Air Baltic,BCS3,False,2025-05-18 07:50:00,08:03,2025-05-18 08:03:00,13
Frankfurt,FRA,Condor,A320,False,2025-05-18 08:00:00,08:17,2025-05-18 08:17:00,17
Frankfurt,FRA,Lufthansa,A20N,False,2025-05-18 08:15:00,08:49,2025-05-18 08:49:00,34
Berlin,BER,Helvetic Airways,E195,False,2025-05-18 08:15:00,08:31,2025-05-18 08:31:00,16
Nice,NCE,NetJets Europe,C68A,False,2025-05-18 08:20:00,08:31,2025-05-18 08:31:00,11
Hamburg,HAM,Swiss,A321,False,2025-05-18 08:30:00,08:44,2025-05-18 08:44:00,14
Rome,FCO,easyJet,A319,False,2025-05-18 08:30:00,08:34,2025-05-18 08:34:00,4
Florence,FLR,Swiss,BCS3,False,2025-05-18 08:35:00,08:47,2025-05-18 08:47:00,12
Luxembourg,LUX,Helvetic Airways,E290,False,2025-05-18 08:40:00,08:52,2025-05-18 08:52:00,12
Venice,VCE,Air Baltic,BCS3,False,2025-05-18 08:45:00,08:57,2025-05-18 08:57:00,12
Bologna,BLQ,Helvetic Airways,E290,False,2025-05-18 08:45:00,08:55,2025-05-18 08:55:00,10
Vienna,VIE,Austrian Airlines,A320,False,2025-05-18 08:50:00,08:59,2025-05-18 08:59:00,9
Ljubljana,LJU,Helvetic Airways,E295,False,2025-05-18 08:55:00,09:07,2025-05-18 09:07:00,12
Milan,MXP,Swiss,BCS1,False,2025-05-18 09:00:00,09:13,2025-05-18 09:13:00,13
Saint-Tropez,LTT,Jetfly Aviation,PC24,False,2025-05-18 09:00:00,09:05,2025-05-18 09:05:00,5
Portsmouth,PSM,NetJets,GL5T,False,2025-05-18 09:00:00,09:09,2025-05-18 09:09:00,9
Geneva,GVA,Swiss,A320,False,2025-05-18 09:10:00,09:20,2025-05-18 09:20:00,10
Thessaloniki,SKG,Swiss,BCS3,False,2025-05-18 09:15:00,09:35,2025-05-18 09:35:00,20
Lisbon,LIS,Air Baltic,BCS3,False,2025-05-18 09:15:00,09:27,2025-05-18 09:27:00,12
Amsterdam,AMS,KLM,E190,False,2025-05-18 09:20:00,10:42,2025-05-18 10:42:00,82
Mahon,MAH,Edelweiss Air,A320,False,2025-05-18 09:20:00,09:30,2025-05-18 09:30:00,10
Chicago,ORD,Swiss,A333,False,2025-05-18 09:25:00,09:38,2025-05-18 09:38:00,13
