DESTINATION_CLEAN,IATA_CODE,AIRLINE_CLEAN,AIRCRAFT_SHORT,CANCELED,DATETIME,DEPART_TIME,DEPART_DATETIME,DELAY_MINUTES
Pristina,PRN,Chair Airlines,A320,False,2025-05-11 05:45:00,06:04,2025-05-11 06:04:00,19
Ohrid,OHD,Chair Airlines,A320,False,2025-05-11 05:45:00,06:02,2025-05-11 06:02:00,17
Hurghada,HRG,Edelweiss Air,A320,False,2025-05-11 06:00:00,06:09,2025-05-11 06:09:00,9
Antalya,AYT,Edelweiss Air,A320,False,2025-05-11 06:00:00,06:11,2025-05-11 06:11:00,11
Athens,ATH,Helvetic Airways,E190,False,2025-05-11 06:10:00,07:02,2025-05-11 07:02:00,52
Lisbon,LIS,TAP Air Portugal,A20N,False,2025-05-11 06:10:00,06:24,2025-05-11 06:24:00,14
Porto,OPO,Swiss,BCS3,False,2025-05-11 06:20:00,06:37,2025-05-11 06:37:00,17
Tenerife,TFS,Edelweiss Air,A320,False,2025-05-11 06:20:00,06:47,2025-05-11 06:47:00,27
La Palma,SPC,Edelweiss Air,A320,False,2025-05-11 06:20:00,06:32,2025-05-11 06:32:00,12
Marsa Alam,RMF,Edelweiss Air,A320,False,2025-05-11 06:25:00,06:35,2025-05-11 06:35:00,10
Gran Canaria,LPA,Edelweiss Air,A320,False,2025-05-11 06:25:00,06:53,2025-05-11 06:53:00,28
Bilbao,BIO,Swiss,A320,False,2025-05-11 06:25:00,06:44,2025-05-11 06:44:00,19
Fuerteventura,FUE,Edelweiss Air,A320,False,2025-05-11 06:30:00,07:06,2025-05-11 07:06:00,36
Lanzarote,ACE,Edelweiss Air,A320,False,2025-05-11 06:30:00,07:11,2025-05-11 07:11:00,41
Dublin,DUB,Swiss,BCS3,False,2025-05-11 06:35:00,06:51,2025-05-11 06:51:00,16
Djerba,DJE,Edelweiss Air,A320,False,2025-05-11 06:35:00,06:40,2025-05-11 06:40:00,5
Skopje,SKP,Chair Airlines,A319,False,2025-05-11 06:45:00,06:55,2025-05-11 06:55:00,10
Palma de Mallorca,PMI,Edelweiss Air,A320,False,2025-05-11 06:45:00,06:58,2025-05-11 06:58:00,13
Pristina,PRN,Swiss,A320,False,2025-05-11 06:45:00,06:57,2025-05-11 06:57:00,12
Warsaw,WAW,Helvetic Airways,E290,False,2025-05-11 06:50:00,07:12,2025-05-11 07:12:00,22
Thessaloniki,SKG,Helvetic Airways,E295,False,2025-05-11 06:50:00,07:04,2025-05-11 07:04:00,14
Palma de Mallorca,PMI,Swiss,A321,False,2025-05-11 06:50:00,07:00,2025-05-11 07:00:00,10
Frankfurt,FRA,Helvetic Airways,E295,False,2025-05-11 06:55:00,07:08,2025-05-11 07:08:00,13
Belgrade,BEG,Swiss,A20N,False,2025-05-11 06:55:00,07:10,2025-05-11 07:10:00,15
Madrid,MAD,Helvetic Airways,E190,False,2025-05-11 06:55:00,07:17,2025-05-11 07:17:00,22
Amsterdam,AMS,KLM,B738,False,2025-05-11 07:00:00,07:13,2025-05-11 07:13:00,13
Sarajevo,SJJ,Helvetic Airways,E295,False,2025-05-11 07:00:00,07:16,2025-05-11 07:16:00,16
Palermo,PMO,Swiss,A321,False,2025-05-11 07:00:00,07:15,2025-05-11 07:15:00,15
Valencia,VLC,Swiss,BCS1,False,2025-05-11 07:00:00,07:28,2025-05-11 07:28:00,28
London,LHR,Swiss,BCS3,False,2025-05-11 07:05:00,07:25,2025-05-11 07:25:00,20
Manchester,MAN,Helvetic Airways,E190,False,2025-05-11 07:05:00,07:20,2025-05-11 07:20:00,15
Tirana,TIA,Helvetic Airways,E295,False,2025-05-11 07:05:00,07:37,2025-05-11 07:37:00,32
Naples,NAP,Swiss,BCS3,False,2025-05-11 07:05:00,07:25,2025-05-11 07:25:00,20
Dusseldorf,DUS,Swiss,BCS3,False,2025-05-11 07:10:00,07:31,2025-05-11 07:31:00,21
Copenhagen,CPH,Air Baltic,BCS3,False,2025-05-11 07:10:00,07:30,2025-05-11 07:30:00,20
Barcelona,BCN,Swiss,A20N,False,2025-05-11 07:10:00,07:55,2025-05-11 07:55:00,45
Budapest,BUD,Air Baltic,BCS3,False,2025-05-11 07:10:00,07:48,2025-05-11 07:48:00,38
Hamburg,HAM,Swiss,A320,False,2025-05-11 07:15:00,07:45,2025-05-11 07:45:00,30
Munich,MUC,Helvetic Airways,E195,False,2025-05-11 07:15:00,07:27,2025-05-11 07:27:00,12
Dubrovnik,DBV,Helvetic Airways,E195,False,2025-05-11 07:15:00,07:35,2025-05-11 07:35:00,20
Amsterdam,AMS,Helvetic Airways,E190,False,2025-05-11 07:20:00,07:50,2025-05-11 07:50:00,30
Berlin,BER,Swiss,A321,False,2025-05-11 07:20:00,07:42,2025-05-11 07:42:00,22
Vienna,VIE,Swiss,A320,False,2025-05-11 07:20:00,07:39,2025-05-11 07:39:00,19
Rome,FCO,Swiss,A20N,False,2025-05-11 07:20:00,07:45,2025-05-11 07:45:00,25
Nice,NCE,Swiss,BCS3,False,2025-05-11 07:25:00,07:37,2025-05-11 07:37:00,12
Brussels,BRU,Swiss,A21N,False,2025-05-11 07:25:00,07:48,2025-05-11 07:48:00,23
Geneva,GVA,Swiss,A320,False,2025-05-11 07:25:00,07:53,2025-05-11 07:53:00,28
Paris,CDG,Edelweiss Air,A320,False,2025-05-11 07:25:00,08:00,2025-05-11 08:00:00,35
Madrid,MAD,Iberia,A320,False,2025-05-11 07:30:00,07:50,2025-05-11 07:50:00,20
Istanbul,IST,Turkish Airlines,B738,False,2025-05-11 07:40:00,07:58,2025-05-11 07:58:00,18
Paris,CDG,Air France,BCS3,False,2025-05-11 07:45:00,08:12,2025-05-11 08:12:00,27
London,LHR,British Airways,A320,False,2025-05-11 07:45:00,07:58,2025-05-11 07:58:00,13
Heraklion,HER,Edelweiss Air,A359,False,2025-05-11 07:45:00,08:02,2025-05-11 08:02:00,17
Prague,PRG,Air Baltic,BCS3,False,2025-05-11 07:50:00,07:55,2025-05-11 07:55:00,5
Frankfurt,FRA,Condor,A320,False,2025-05-11 08:00:00,08:30,2025-05-11 08:30:00,30
Frankfurt,FRA,Lufthansa,A319,False,2025-05-11 08:15:00,08:33,2025-05-11 08:33:00,18
Berlin,BER,Swiss,BCS3,False,2025-05-11 08:15:00,08:26,2025-05-11 08:26:00,11
Cannes,CEQ,NetJets Europe,C56X,False,2025-05-11 08:20:00,08:28,2025-05-11 08:28:00,8
Hamburg,HAM,Swiss,A20N,False,2025-05-11 08:30:00,08:44,2025-05-11 08:44:00,14
Rome,FCO,easyJet,A319,False,2025-05-11 08:30:00,08:31,2025-05-11 08:31:00,1
Florence,FLR,Swiss,BCS1,False,2025-05-11 08:35:00,08:56,2025-05-11 08:56:00,21
Luxembourg,LUX,Helvetic Airways,E195,False,2025-05-11 08:40:00,08:53,2025-05-11 08:53:00,13
Venice,VCE,Air Baltic,BCS3,False,2025-05-11 08:45:00,08:53,2025-05-11 08:53:00,8
Bologna,BLQ,Helvetic Airways,E290,False,2025-05-11 08:45:00,09:01,2025-05-11 09:01:00,16
Vienna,VIE,Austrian Airlines,A320,False,2025-05-11 08:50:00,08:58,2025-05-11 08:58:00,8
Ljubljana,LJU,Swiss,A320,False,2025-05-11 08:55:00,09:06,2025-05-11 09:06:00,11
Milan,MXP,Air Baltic,BCS3,False,2025-05-11 09:00:00,09:18,2025-05-11 09:18:00,18
Vilnius,VNO,Haute Aviation,E55P,False,2025-05-11 09:00:00,09:36,2025-05-11 09:36:00,36
Geneva,GVA,Swiss,A20N,False,2025-05-11 09:10:00,09:16,2025-05-11 09:16:00,6
Thessaloniki,SKG,Swiss,BCS3,False,2025-05-11 09:15:00,09:21,2025-05-11 09:21:00,6
Lisbon,LIS,Swiss,BCS1,False,2025-05-11 09:15:00,09:27,2025-05-11 09:27:00,12
Amsterdam,AMS,KLM,E295,False,2025-05-11 09:20:00,09:34,2025-05-11 09:34:00,14
Mahon,MAH,Edelweiss Air,A320,False,2025-05-11 09:20:00,09:33,2025-05-11 09:33:00,13
Chicago,ORD,Swiss,A333,False,2025-05-11 09:25:00,09:40,2025-05-11 09:40:00,15
Athens,ATH,Swiss,A321,False,2025-05-11 09:25:00,09:58,2025-05-11 09:58:00,33
Frankfurt,FRA,Air Dolomiti,E195,False,2025-05-11 09:30:00,09:39,2025-05-11 09:39:00,9
Belgrade,BEG,Bulgaria Air,E190,False,2025-05-11 09:30:00,09:37,2025-05-11 09:37:00,7
Munich,MUC,Helvetic Airways,E290,False,2025-05-11 09:30:00,09:49,2025-05-11 09:49:00,19
Stuttgart,STR,Helvetic Airways,E195,False,2025-05-11 09:30:00,09:43,2025-05-11 09:43:00,13
Alicante,ALC,Swiss,A21N,False,2025-05-11 09:35:00,09:52,2025-05-11 09:52:00,17
Stockholm,ARN,Air Baltic,BCS3,False,2025-05-11 09:40:00,10:05,2025-05-11 10:05:00,25
Malaga,AGP,Swiss,A21N,False,2025-05-11 09:40:00,09:56,2025-05-11 09:56:00,16
Doha,DOH,Qatar Airways,A359,False,2025-05-11 09:40:00,09:45,2025-05-11 09:45:00,5
Antalya,AYT,SunExpress,B738,False,2025-05-11 09:40:00,10:03,2025-05-11 10:03:00,23
Mumbai,BOM,Swiss,A333,False,2025-05-11 09:45:00,09:59,2025-05-11 09:59:00,14
Porto,OPO,Swiss,A320,False,2025-05-11 09:45:00,09:53,2025-05-11 09:53:00,8
Barcelona,BCN,Vueling,A321,False,2025-05-11 09:45:00,10:02,2025-05-11 10:02:00,17
Chicago,ORD,United Airlines,B763,False,2025-05-11 09:50:00,10:07,2025-05-11 10:07:00,17
Toronto,YYZ,Swiss,A333,False,2025-05-11 09:55:00,10:46,2025-05-11 10:46:00,51
Berlin,BER,easyJet,A320,False,2025-05-11 09:55:00,10:06,2025-05-11 10:06:00,11
Sofia,SOF,Bulgaria Air,BCS1,False,2025-05-11 10:00:00,10:19,2025-05-11 10:19:00,19
New York,JFK,Swiss,A333,False,2025-05-11 10:00:00,10:14,2025-05-11 10:14:00,14
Palma de Mallorca,PMI,Swiss,A321,False,2025-05-11 10:00:00,10:08,2025-05-11 10:08:00,8
Atlanta,ATL,Delta Air Lines,B763,False,2025-05-11 10:10:00,10:16,2025-05-11 10:16:00,6
New York,EWR,United Airlines,B763,False,2025-05-11 10:10:00,10:21,2025-05-11 10:21:00,11
Copenhagen,CPH,SAS,A20N,False,2025-05-11 10:20:00,10:25,2025-05-11 10:25:00,5
Izmir,ADB,SunExpress,B38M,False,2025-05-11 10:25:00,11:17,2025-05-11 11:17:00,52
Warsaw,WAW,LOT,E190,False,2025-05-11 10:30:00,10:39,2025-05-11 10:39:00,9
London,LHR,Swiss,BCS1,False,2025-05-11 10:30:00,10:38,2025-05-11 10:38:00,8
Oslo,OSL,Helvetic Airways,E295,False,2025-05-11 10:40:00,11:01,2025-05-11 11:01:00,21
Vienna,VIE,Austrian Airlines,A320,False,2025-05-11 10:40:00,10:43,2025-05-11 10:43:00,3
Ankara,ESB,SunExpress,B738,False,2025-05-11 10:40:00,11:11,2025-05-11 11:11:00,31
Rome,FCO,ITA Airways,A319,False,2025-05-11 10:45:00,10:55,2025-05-11 10:55:00,10
Helsinki,HEL,Finnair,A320,False,2025-05-11 10:50:00,10:54,2025-05-11 10:54:00,4
Dublin,DUB,Swiss,A20N,False,2025-05-11 10:50:00,10:50,2025-05-11 10:50:00,0
Istanbul,IST,Turkish Airlines,A332,False,2025-05-11 10:50:00,11:03,2025-05-11 11:03:00,13
Antalya,AYT,Pegasus,A20N,False,2025-05-11 10:55:00,11:19,2025-05-11 11:19:00,24
Podgorica,TGD,Air Montenegro,E195,False,2025-05-11 11:00:00,11:15,2025-05-11 11:15:00,15
Palma de Mallorca,PMI,Eurowings,A320,False,2025-05-11 11:05:00,11:43,2025-05-11 11:43:00,38
Madrid,MAD,Air Europa,B738,False,2025-05-11 11:10:00,11:25,2025-05-11 11:25:00,15
Athens,ATH,Aegean Airlines,A320,False,2025-05-11 11:15:00,11:40,2025-05-11 11:40:00,25
Hurghada,HRG,Chair Airlines,A320,False,2025-05-11 11:15:00,11:49,2025-05-11 11:49:00,34
Abu Dhabi,AUH,Etihad Airways,B789,False,2025-05-11 11:15:00,11:30,2025-05-11 11:30:00,15
Paris,CDG,Air France,BCS3,False,2025-05-11 11:20:00,11:37,2025-05-11 11:37:00,17
Frankfurt,FRA,Lufthansa,A319,False,2025-05-11 11:20:00,11:35,2025-05-11 11:35:00,15
Athens,ATH,Helvetic Airways,E190,False,2025-05-11 11:20:00,11:55,2025-05-11 11:55:00,35
Palma de Mallorca,PMI,Chair Airlines,A320,False,2025-05-11 11:30:00,11:52,2025-05-11 11:52:00,22
Istanbul,SAW,Pegasus,A21N,False,2025-05-11 11:35:00,11:53,2025-05-11 11:53:00,18
Istanbul,SAW,AJet,B738,False,2025-05-11 11:40:00,12:13,2025-05-11 12:13:00,33
Philadelphia,PHL,American Airlines,B788,False,2025-05-11 11:45:00,12:32,2025-05-11 12:32:00,47
Zagreb,ZAG,Croatia Airlines,A319,False,2025-05-11 11:45:00,12:15,2025-05-11 12:15:00,30
Singapore,SIN,Singapore Airlines,B77W,False,2025-05-11 11:45:00,12:21,2025-05-11 12:21:00,36
Madrid,MAD,Iberia,A321,False,2025-05-11 11:50:00,12:01,2025-05-11 12:01:00,11
Amsterdam,AMS,KLM,B738,False,2025-05-11 11:50:00,12:22,2025-05-11 12:22:00,32
Zurich,ZRH,NetJets Europe,C56X,False,2025-05-11 11:50:00,11:57,2025-05-11 11:57:00,7
Cluj-Napoca,CLJ,Swiss,BCS1,False,2025-05-11 11:55:00,12:10,2025-05-11 12:10:00,15
Hurghada,HRG,Edelweiss Air,A320,False,2025-05-11 11:55:00,12:31,2025-05-11 12:31:00,36
Washington,IAD,United Airlines,B763,False,2025-05-11 11:55:00,12:19,2025-05-11 12:19:00,24
Gothenburg,GOT,Helvetic Airways,E195,False,2025-05-11 12:00:00,12:08,2025-05-11 12:08:00,8
Palermo,PMO,Swiss,A320,False,2025-05-11 12:00:00,12:27,2025-05-11 12:27:00,27
Bucharest,OTP,Air Baltic,BCS3,False,2025-05-11 12:00:00,12:46,2025-05-11 12:46:00,46
London,LHR,Swiss,BCS3,False,2025-05-11 12:05:00,12:36,2025-05-11 12:36:00,31
Brindisi,BDS,Air Baltic,BCS3,False,2025-05-11 12:05:00,12:44,2025-05-11 12:44:00,39
Athens,ATH,Swiss,A320,False,2025-05-11 12:05:00,12:25,2025-05-11 12:25:00,20
Valencia,VLC,Swiss,A320,False,2025-05-11 12:05:00,12:24,2025-05-11 12:24:00,19
Delhi,DEL,Swiss,A333,False,2025-05-11 12:10:00,12:34,2025-05-11 12:34:00,24
Krakow,KRK,Helvetic Airways,E295,False,2025-05-11 12:10:00,12:39,2025-05-11 12:39:00,29
