DESTINATION_CLEAN,IATA_CODE,AIRLINE_CLEAN,AIRCRAFT_SHORT,CANCELED,DATETIME,DEPART_TIME,DEPART_DATETIME,DELAY_MINUTES
Pristina,PRN,Chair Airlines,A320,False,2025-05-15 05:45:00,06:02,2025-05-15 06:02:00,17
Marrakesh,RAK,Edelweiss Air,A320,False,2025-05-15 05:45:00,06:00,2025-05-15 06:00:00,15
Lisbon,LIS,TAP Air Portugal,A20N,False,2025-05-15 06:00:00,06:11,2025-05-15 06:11:00,11
Bilbao,BIO,Edelweiss Air,A320,False,2025-05-15 06:00:00,06:16,2025-05-15 06:16:00,16
Larnaca,LCA,Edelweiss Air,A320,False,2025-05-15 06:10:00,06:28,2025-05-15 06:28:00,18
Cagliari,CAG,Edelweiss Air,A320,False,2025-05-15 06:10:00,06:14,2025-05-15 06:14:00,4
Porto,OPO,Swiss,BCS3,False,2025-05-15 06:20:00,06:42,2025-05-15 06:42:00,22
Hurghada,HRG,Edelweiss Air,A320,False,2025-05-15 06:20:00,06:36,2025-05-15 06:36:00,16
Seville,SVQ,Edelweiss Air,A320,False,2025-05-15 06:20:00,06:38,2025-05-15 06:38:00,18
Heraklion,HER,Edelweiss Air,A320,False,2025-05-15 06:20:00,06:33,2025-05-15 06:33:00,13
Edinburgh,EDI,Swiss,BCS1,False,2025-05-15 06:25:00,06:43,2025-05-15 06:43:00,18
Reykjavik,KEF,Edelweiss Air,A320,False,2025-05-15 06:25:00,06:29,2025-05-15 06:29:00,4
Kos,KGS,Edelweiss Air,A320,False,2025-05-15 06:30:00,06:31,2025-05-15 06:31:00,1
Dublin,DUB,Helvetic Airways,E290,False,2025-05-15 06:35:00,06:49,2025-05-15 06:49:00,14
Marsa Alam,RMF,Edelweiss Air,A320,False,2025-05-15 06:35:00,06:46,2025-05-15 06:46:00,11
Marsa Alam,RMF,Chair Airlines,A320,False,2025-05-15 06:40:00,06:40,2025-05-15 06:40:00,0
Hurghada,HRG,Chair Airlines,A319,False,2025-05-15 06:45:00,06:50,2025-05-15 06:50:00,5
Pristina,PRN,Edelweiss Air,A320,False,2025-05-15 06:45:00,07:07,2025-05-15 07:07:00,22
Sofia,SOF,Helvetic Airways,E290,False,2025-05-15 06:50:00,07:01,2025-05-15 07:01:00,11
Palma de Mallorca,PMI,Swiss,A321,False,2025-05-15 06:50:00,07:15,2025-05-15 07:15:00,25
Frankfurt,FRA,Helvetic Airways,E295,False,2025-05-15 06:55:00,07:09,2025-05-15 07:09:00,14
Belgrade,BEG,Swiss,BCS1,False,2025-05-15 06:55:00,07:11,2025-05-15 07:11:00,16
Cluj-Napoca,CLJ,Helvetic Airways,E290,False,2025-05-15 06:55:00,07:13,2025-05-15 07:13:00,18
Madrid,MAD,Helvetic Airways,E290,False,2025-05-15 06:55:00,07:06,2025-05-15 07:06:00,11
Amsterdam,AMS,KLM,B737,False,2025-05-15 07:00:00,07:17,2025-05-15 07:17:00,17
Marseille,MRS,Helvetic Airways,E295,False,2025-05-15 07:00:00,07:43,2025-05-15 07:43:00,43
